Tlin11583-RA	f47b2e8d038368e3bf39ba79d1364618	90	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	62	84	-	T	19-02-2024	-	-
Tlin00446-RA	2ce3d7f764ba85bba513da1a43c9d2ca	1155	Pfam	PF13646	HEAT repeats	144	226	1.2E-6	T	19-02-2024	-	-
Tlin00446-RA	2ce3d7f764ba85bba513da1a43c9d2ca	1155	SUPERFAMILY	SSF48371	ARM repeat	72	854	1.73E-18	T	19-02-2024	IPR016024	Armadillo-type fold	-
Tlin01012-RA	16262c7ad3ae4a009bc7a6abe6691a6c	1188	Pfam	PF08399	VWA N-terminal	215	297	5.4E-26	T	19-02-2024	IPR013608	VWA N-terminal	-
Tlin01012-RA	16262c7ad3ae4a009bc7a6abe6691a6c	1188	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	5	22	-	T	19-02-2024	-	-
Tlin01012-RA	16262c7ad3ae4a009bc7a6abe6691a6c	1188	Gene3D	G3DSA:3.30.450.20	PAS domain	599	753	1.9E-14	T	19-02-2024	-	-
Tlin01012-RA	16262c7ad3ae4a009bc7a6abe6691a6c	1188	Pfam	PF08473	Neuronal voltage-dependent calcium channel alpha 2acd	838	1023	4.1E-17	T	19-02-2024	IPR013680	Voltage-dependent calcium channel, alpha-2/delta subunit, conserved region	-
Tlin01012-RA	16262c7ad3ae4a009bc7a6abe6691a6c	1188	SUPERFAMILY	SSF53300	vWA-like	321	502	5.79E-20	T	19-02-2024	IPR036465	von Willebrand factor A-like domain superfamily	-
Tlin01012-RA	16262c7ad3ae4a009bc7a6abe6691a6c	1188	Gene3D	G3DSA:3.40.50.410	von Willebrand factor, type A domain	322	506	4.0E-19	T	19-02-2024	IPR036465	von Willebrand factor A-like domain superfamily	-
Tlin01012-RA	16262c7ad3ae4a009bc7a6abe6691a6c	1188	Pfam	PF00092	von Willebrand factor type A domain	323	493	1.6E-7	T	19-02-2024	IPR002035	von Willebrand factor, type A	-
Tlin01012-RA	16262c7ad3ae4a009bc7a6abe6691a6c	1188	PANTHER	PTHR10166	VOLTAGE-DEPENDENT CALCIUM CHANNEL SUBUNIT ALPHA-2/DELTA-RELATED	38	1172	1.3E-143	T	19-02-2024	-	-
Tlin12032-RA	f9991e7002e0def11d164774a2d734ee	74	Pfam	PF01826	Trypsin Inhibitor like cysteine rich domain	22	74	1.9E-9	T	19-02-2024	IPR002919	Trypsin Inhibitor-like, cysteine rich domain	-
Tlin12032-RA	f9991e7002e0def11d164774a2d734ee	74	SUPERFAMILY	SSF57567	Serine protease inhibitors	24	74	2.75E-9	T	19-02-2024	IPR036084	Serine protease inhibitor-like superfamily	-
Tlin12032-RA	f9991e7002e0def11d164774a2d734ee	74	CDD	cd19941	TIL	25	74	1.56645E-8	T	19-02-2024	-	-
Tlin12032-RA	f9991e7002e0def11d164774a2d734ee	74	Gene3D	G3DSA:2.10.25.10	Laminin	18	74	4.9E-12	T	19-02-2024	-	-
Tlin10450-RA	8c773e6a79ea9197c3d39c91fcb755e8	275	CDD	cd03763	proteasome_beta_type_7	40	228	4.0042E-135	T	19-02-2024	-	-
Tlin10450-RA	8c773e6a79ea9197c3d39c91fcb755e8	275	Pfam	PF00227	Proteasome subunit	37	217	5.2E-51	T	19-02-2024	IPR001353	Proteasome, subunit alpha/beta	GO:0005839|GO:0051603
Tlin10450-RA	8c773e6a79ea9197c3d39c91fcb755e8	275	SUPERFAMILY	SSF56235	N-terminal nucleophile aminohydrolases (Ntn hydrolases)	12	231	2.24E-65	T	19-02-2024	IPR029055	Nucleophile aminohydrolases, N-terminal	-
Tlin10450-RA	8c773e6a79ea9197c3d39c91fcb755e8	275	Gene3D	G3DSA:3.60.20.10	Glutamine Phosphoribosylpyrophosphate, subunit 1, domain 1	40	274	1.4E-79	T	19-02-2024	IPR029055	Nucleophile aminohydrolases, N-terminal	-
Tlin10450-RA	8c773e6a79ea9197c3d39c91fcb755e8	275	PANTHER	PTHR32194	METALLOPROTEASE TLDD	27	232	4.8E-59	T	19-02-2024	IPR023333	Proteasome B-type subunit	-
Tlin10450-RA	8c773e6a79ea9197c3d39c91fcb755e8	275	Pfam	PF12465	Proteasome beta subunits C terminal	231	260	9.6E-15	T	19-02-2024	IPR024689	Proteasome beta subunit, C-terminal	-
Tlin10450-RA	8c773e6a79ea9197c3d39c91fcb755e8	275	ProSitePatterns	PS00854	Proteasome beta-type subunits signature.	43	90	-	T	19-02-2024	IPR016050	Proteasome beta-type subunit, conserved site	GO:0005839|GO:0051603
Tlin00839-RA	eae4720b731be224a7b084fd735ac1c6	133	PANTHER	PTHR33562	ATILLA, ISOFORM B-RELATED-RELATED	5	119	2.9E-10	T	19-02-2024	-	-
Tlin00839-RA	eae4720b731be224a7b084fd735ac1c6	133	Pfam	PF00021	u-PAR/Ly-6 domain	24	108	0.0015	T	19-02-2024	IPR016054	Ly-6 antigen/uPA receptor-like	-
Tlin00839-RA	eae4720b731be224a7b084fd735ac1c6	133	Gene3D	G3DSA:2.10.60.10	CD59	22	117	1.0E-5	T	19-02-2024	IPR045860	Snake toxin-like superfamily	-
Tlin00839-RA	eae4720b731be224a7b084fd735ac1c6	133	SUPERFAMILY	SSF57302	Snake toxin-like	19	110	3.05E-9	T	19-02-2024	IPR045860	Snake toxin-like superfamily	-
Tlin00839-RA	eae4720b731be224a7b084fd735ac1c6	133	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	4	26	-	T	19-02-2024	-	-
Tlin06643-RA	02672d00b0a708933127398b41a6756f	500	Pfam	PF16837	Pre-mRNA-splicing factor SF3A3, of SF3a complex, Prp9	129	178	1.3E-16	T	19-02-2024	IPR031774	SF3A3 domain	-
Tlin06643-RA	02672d00b0a708933127398b41a6756f	500	Pfam	PF11931	SF3a60/Prp9 C-terminal	381	500	1.7E-55	T	19-02-2024	IPR024598	Splicing factor SF3a60 /Prp9 subunit, C-terminal	GO:0000398|GO:0003723|GO:0005681
Tlin06643-RA	02672d00b0a708933127398b41a6756f	500	PANTHER	PTHR12786	SPLICING FACTOR SF3A-RELATED	3	210	7.8E-80	T	19-02-2024	-	-
Tlin06643-RA	02672d00b0a708933127398b41a6756f	500	Pfam	PF13297	Replication stress response SDE2 C-terminal	225	297	1.2E-24	T	19-02-2024	IPR025086	SDE2-like, C-terminal domain	-
Tlin06643-RA	02672d00b0a708933127398b41a6756f	500	Pfam	PF12108	Splicing factor SF3a60 binding domain	74	100	1.2E-10	T	19-02-2024	IPR021966	Splicing factor SF3a60 binding domain	-
Tlin04664-RA	8b570ed36e10b1e9174f0b8e21785d99	288	Gene3D	G3DSA:1.20.5.340	-	1	80	1.6E-24	T	19-02-2024	-	-
Tlin04664-RA	8b570ed36e10b1e9174f0b8e21785d99	288	Gene3D	G3DSA:1.20.5.170	-	88	229	9.2E-50	T	19-02-2024	-	-
Tlin04664-RA	8b570ed36e10b1e9174f0b8e21785d99	288	Gene3D	G3DSA:1.20.5.170	-	238	284	7.4E-10	T	19-02-2024	-	-
Tlin04664-RA	8b570ed36e10b1e9174f0b8e21785d99	288	Pfam	PF00261	Tropomyosin	60	282	4.4E-73	T	19-02-2024	IPR000533	Tropomyosin	-
Tlin04664-RA	8b570ed36e10b1e9174f0b8e21785d99	288	ProSitePatterns	PS00326	Tropomyosins signature.	232	240	-	T	19-02-2024	IPR000533	Tropomyosin	-
Tlin04664-RA	8b570ed36e10b1e9174f0b8e21785d99	288	PANTHER	PTHR19269	TROPOMYOSIN	1	278	4.1E-87	T	19-02-2024	-	-
Tlin04664-RA	8b570ed36e10b1e9174f0b8e21785d99	288	SUPERFAMILY	SSF57997	Tropomyosin	1	282	3.14E-86	T	19-02-2024	-	-
Tlin01421-RA	25c274be2774079374863c89302ba8d6	116	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	82	104	-	T	19-02-2024	-	-
Tlin06557-RA	520c76c28efca9d7fd52ede606e1687d	2382	PANTHER	PTHR23353	RAB-GAP/TBC-RELATED	4	942	2.9E-12	T	19-02-2024	-	-
Tlin03129-RA	32330d59490b7c676fac79585660a5ad	303	Gene3D	G3DSA:2.40.10.10	-	61	299	4.1E-61	T	19-02-2024	IPR043504	Peptidase S1, PA clan, chymotrypsin-like fold	-
Tlin03129-RA	32330d59490b7c676fac79585660a5ad	303	PANTHER	PTHR24256	TRYPTASE-RELATED	7	300	1.1E-55	T	19-02-2024	-	-
Tlin03129-RA	32330d59490b7c676fac79585660a5ad	303	CDD	cd00190	Tryp_SPc	66	295	1.07803E-68	T	19-02-2024	IPR001254	Serine proteases, trypsin domain	GO:0004252|GO:0006508
Tlin03129-RA	32330d59490b7c676fac79585660a5ad	303	SUPERFAMILY	SSF50494	Trypsin-like serine proteases	47	299	8.74E-69	T	19-02-2024	IPR009003	Peptidase S1, PA clan	-
Tlin03129-RA	32330d59490b7c676fac79585660a5ad	303	ProSitePatterns	PS00134	Serine proteases, trypsin family, histidine active site.	104	109	-	T	19-02-2024	IPR018114	Serine proteases, trypsin family, histidine active site	GO:0004252|GO:0006508
Tlin03129-RA	32330d59490b7c676fac79585660a5ad	303	Pfam	PF00089	Trypsin	66	295	1.2E-47	T	19-02-2024	IPR001254	Serine proteases, trypsin domain	GO:0004252|GO:0006508
Tlin09299-RA	c3b552c29fc2db394dd4e3479d3cdf7b	121	Pfam	PF03650	Mitochondrial pyruvate carriers	20	119	1.7E-42	T	19-02-2024	IPR005336	Mitochondrial pyruvate carrier	GO:0005743|GO:0006850
Tlin09299-RA	c3b552c29fc2db394dd4e3479d3cdf7b	121	PANTHER	PTHR14154	UPF0041 BRAIN PROTEIN 44-RELATED	18	108	7.5E-20	T	19-02-2024	-	-
Tlin13275-RA	c68faa190b470f5db7a052411015698d	1400	PANTHER	PTHR21286	NUCLEAR PORE COMPLEX PROTEIN NUP160	6	1354	1.6E-164	T	19-02-2024	IPR021717	Nucleoporin Nup120/160	-
Tlin13275-RA	c68faa190b470f5db7a052411015698d	1400	Pfam	PF11715	Nucleoporin Nup120/160	45	546	8.3E-39	T	19-02-2024	-	-
Tlin11980-RA	f433faff1a47d861fcebdc4a21fd9708	74	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	13	35	-	T	19-02-2024	-	-
Tlin03768-RA	1a8f7affef2690db46efb2b3e34c2622	783	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	248	270	-	T	19-02-2024	-	-
Tlin03768-RA	1a8f7affef2690db46efb2b3e34c2622	783	SUPERFAMILY	SSF81324	Voltage-gated potassium channels	427	677	9.94E-9	T	19-02-2024	-	-
Tlin03768-RA	1a8f7affef2690db46efb2b3e34c2622	783	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	650	672	-	T	19-02-2024	-	-
Tlin03768-RA	1a8f7affef2690db46efb2b3e34c2622	783	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	469	491	-	T	19-02-2024	-	-
Tlin03768-RA	1a8f7affef2690db46efb2b3e34c2622	783	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	506	528	-	T	19-02-2024	-	-
Tlin03768-RA	1a8f7affef2690db46efb2b3e34c2622	783	SUPERFAMILY	SSF47473	EF-hand	329	394	7.8E-6	T	19-02-2024	IPR011992	EF-hand domain pair	-
Tlin03768-RA	1a8f7affef2690db46efb2b3e34c2622	783	SUPERFAMILY	SSF81324	Voltage-gated potassium channels	101	311	5.1E-12	T	19-02-2024	-	-
Tlin03768-RA	1a8f7affef2690db46efb2b3e34c2622	783	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	615	637	-	T	19-02-2024	-	-
Tlin03768-RA	1a8f7affef2690db46efb2b3e34c2622	783	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	285	307	-	T	19-02-2024	-	-
Tlin03768-RA	1a8f7affef2690db46efb2b3e34c2622	783	Gene3D	G3DSA:1.10.287.70	-	210	336	2.2E-24	T	19-02-2024	-	-
Tlin03768-RA	1a8f7affef2690db46efb2b3e34c2622	783	Gene3D	G3DSA:1.10.287.70	-	547	708	7.5E-18	T	19-02-2024	-	-
Tlin03768-RA	1a8f7affef2690db46efb2b3e34c2622	783	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	165	182	-	T	19-02-2024	-	-
Tlin03768-RA	1a8f7affef2690db46efb2b3e34c2622	783	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	95	113	-	T	19-02-2024	-	-
Tlin03768-RA	1a8f7affef2690db46efb2b3e34c2622	783	PANTHER	PTHR46474	TWO PORE CALCIUM CHANNEL PROTEIN 1	38	769	1.2E-254	T	19-02-2024	IPR028801	Two pore channel protein 1	GO:0005765|GO:0022832
Tlin03768-RA	1a8f7affef2690db46efb2b3e34c2622	783	Gene3D	G3DSA:1.20.120.350	-	421	546	7.8E-20	T	19-02-2024	IPR027359	Voltage-dependent channel domain superfamily	-
Tlin03768-RA	1a8f7affef2690db46efb2b3e34c2622	783	Pfam	PF00520	Ion transport protein	103	316	8.2E-24	T	19-02-2024	IPR005821	Ion transport domain	GO:0005216|GO:0006811|GO:0016020|GO:0055085
Tlin03768-RA	1a8f7affef2690db46efb2b3e34c2622	783	Pfam	PF00520	Ion transport protein	428	676	1.2E-19	T	19-02-2024	IPR005821	Ion transport domain	GO:0005216|GO:0006811|GO:0016020|GO:0055085
Tlin03768-RA	1a8f7affef2690db46efb2b3e34c2622	783	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	219	241	-	T	19-02-2024	-	-
Tlin03768-RA	1a8f7affef2690db46efb2b3e34c2622	783	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	123	145	-	T	19-02-2024	-	-
Tlin03768-RA	1a8f7affef2690db46efb2b3e34c2622	783	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	549	571	-	T	19-02-2024	-	-
Tlin06723-RA	fddcf08393844b98c4b0f95b3dc542b8	467	PANTHER	PTHR11005	LYSOSOMAL ACID LIPASE-RELATED	80	451	4.2E-104	T	19-02-2024	-	-
Tlin06723-RA	fddcf08393844b98c4b0f95b3dc542b8	467	SUPERFAMILY	SSF53474	alpha/beta-Hydrolases	78	449	2.19E-57	T	19-02-2024	IPR029058	Alpha/Beta hydrolase fold	-
Tlin06723-RA	fddcf08393844b98c4b0f95b3dc542b8	467	Pfam	PF04083	Partial alpha/beta-hydrolase lipase region	85	146	6.1E-20	T	19-02-2024	IPR006693	Partial AB-hydrolase lipase domain	GO:0006629
Tlin06723-RA	fddcf08393844b98c4b0f95b3dc542b8	467	Gene3D	G3DSA:3.40.50.1820	alpha/beta hydrolase	71	451	7.6E-122	T	19-02-2024	IPR029058	Alpha/Beta hydrolase fold	-
Tlin13021-RA	5b224b65738bc8089363721fad49ff8e	349	Gene3D	G3DSA:2.40.10.10	-	61	308	9.9E-62	T	19-02-2024	IPR043504	Peptidase S1, PA clan, chymotrypsin-like fold	-
Tlin13021-RA	5b224b65738bc8089363721fad49ff8e	349	PANTHER	PTHR24276	POLYSERASE-RELATED	46	308	5.7E-56	T	19-02-2024	-	-
Tlin13021-RA	5b224b65738bc8089363721fad49ff8e	349	CDD	cd00190	Tryp_SPc	68	305	3.29705E-72	T	19-02-2024	IPR001254	Serine proteases, trypsin domain	GO:0004252|GO:0006508
Tlin13021-RA	5b224b65738bc8089363721fad49ff8e	349	ProSitePatterns	PS00134	Serine proteases, trypsin family, histidine active site.	107	112	-	T	19-02-2024	IPR018114	Serine proteases, trypsin family, histidine active site	GO:0004252|GO:0006508
Tlin13021-RA	5b224b65738bc8089363721fad49ff8e	349	Pfam	PF00089	Trypsin	68	302	2.8E-51	T	19-02-2024	IPR001254	Serine proteases, trypsin domain	GO:0004252|GO:0006508
Tlin13021-RA	5b224b65738bc8089363721fad49ff8e	349	ProSitePatterns	PS00135	Serine proteases, trypsin family, serine active site.	257	268	-	T	19-02-2024	IPR033116	Serine proteases, trypsin family, serine active site	-
Tlin13021-RA	5b224b65738bc8089363721fad49ff8e	349	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	84	106	-	T	19-02-2024	-	-
Tlin13021-RA	5b224b65738bc8089363721fad49ff8e	349	SUPERFAMILY	SSF50494	Trypsin-like serine proteases	52	307	4.52E-68	T	19-02-2024	IPR009003	Peptidase S1, PA clan	-
Tlin00317-RA	003cabfd996ab667565d2d0b113fd96a	988	SUPERFAMILY	SSF51197	Clavaminate synthase-like	202	512	2.33E-57	T	19-02-2024	-	-
Tlin00317-RA	003cabfd996ab667565d2d0b113fd96a	988	PANTHER	PTHR44252	D-ERYTHRULOSE REDUCTASE	769	987	1.1E-87	T	19-02-2024	-	-
Tlin00317-RA	003cabfd996ab667565d2d0b113fd96a	988	Gene3D	G3DSA:3.40.50.720	-	760	987	1.3E-64	T	19-02-2024	-	-
Tlin00317-RA	003cabfd996ab667565d2d0b113fd96a	988	ProSitePatterns	PS00061	Short-chain dehydrogenases/reductases family signature.	880	908	-	T	19-02-2024	IPR020904	Short-chain dehydrogenase/reductase, conserved site	GO:0016491
Tlin00317-RA	003cabfd996ab667565d2d0b113fd96a	988	Gene3D	G3DSA:2.60.120.650	Cupin	186	420	1.5E-85	T	19-02-2024	-	-
Tlin00317-RA	003cabfd996ab667565d2d0b113fd96a	988	Gene3D	G3DSA:1.10.10.1500	-	421	484	2.0E-19	T	19-02-2024	-	-
Tlin00317-RA	003cabfd996ab667565d2d0b113fd96a	988	Pfam	PF01781	Ribosomal L38e protein family	678	744	1.5E-32	T	19-02-2024	IPR002675	Ribosomal protein L38e	GO:0003735|GO:0005840|GO:0006412
Tlin00317-RA	003cabfd996ab667565d2d0b113fd96a	988	Gene3D	G3DSA:3.90.930.40	-	485	640	1.8E-42	T	19-02-2024	-	-
Tlin00317-RA	003cabfd996ab667565d2d0b113fd96a	988	Gene3D	G3DSA:3.30.720.90	-	677	745	3.3E-31	T	19-02-2024	IPR038464	Ribosomal protein L38e superfamily	-
Tlin00317-RA	003cabfd996ab667565d2d0b113fd96a	988	Pfam	PF08007	JmjC domain	293	419	6.0E-32	T	19-02-2024	IPR003347	JmjC domain	-
Tlin00317-RA	003cabfd996ab667565d2d0b113fd96a	988	Pfam	PF13561	Enoyl-(Acyl carrier protein) reductase	774	985	3.2E-52	T	19-02-2024	-	-
Tlin00317-RA	003cabfd996ab667565d2d0b113fd96a	988	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	763	987	9.36E-66	T	19-02-2024	IPR036291	NAD(P)-binding domain superfamily	-
Tlin05403-RA	e6e9d702eb3abd4a76758c097b86777c	129	SUPERFAMILY	SSF57196	EGF/Laminin	73	108	1.01E-5	T	19-02-2024	-	-
Tlin05403-RA	e6e9d702eb3abd4a76758c097b86777c	129	Gene3D	G3DSA:2.10.25.10	Laminin	69	109	1.2E-7	T	19-02-2024	-	-
Tlin05403-RA	e6e9d702eb3abd4a76758c097b86777c	129	Pfam	PF00008	EGF-like domain	71	103	2.7E-5	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin12687-RA	990d2d7b4c85e806e1a30fd9e42dbaca	1533	Gene3D	G3DSA:1.20.1160.11	Paired amphipathic helix	161	223	9.5E-23	T	19-02-2024	IPR036600	Paired amphipathic helix superfamily	GO:0006355
Tlin12687-RA	990d2d7b4c85e806e1a30fd9e42dbaca	1533	PANTHER	PTHR12346	SIN3B-RELATED	149	1240	3.3E-194	T	19-02-2024	IPR039774	Transcriptional regulatory protein Sin3-like	GO:0003714
Tlin12687-RA	990d2d7b4c85e806e1a30fd9e42dbaca	1533	Pfam	PF02671	Paired amphipathic helix repeat	631	674	2.3E-8	T	19-02-2024	IPR003822	Paired amphipathic helix	GO:0006355
Tlin12687-RA	990d2d7b4c85e806e1a30fd9e42dbaca	1533	Pfam	PF02671	Paired amphipathic helix repeat	178	222	8.8E-17	T	19-02-2024	IPR003822	Paired amphipathic helix	GO:0006355
Tlin12687-RA	990d2d7b4c85e806e1a30fd9e42dbaca	1533	Pfam	PF02671	Paired amphipathic helix repeat	442	500	2.1E-18	T	19-02-2024	IPR003822	Paired amphipathic helix	GO:0006355
Tlin12687-RA	990d2d7b4c85e806e1a30fd9e42dbaca	1533	SUPERFAMILY	SSF47762	PAH2 domain	609	677	8.76E-16	T	19-02-2024	IPR036600	Paired amphipathic helix superfamily	GO:0006355
Tlin12687-RA	990d2d7b4c85e806e1a30fd9e42dbaca	1533	Pfam	PF08295	Sin3 family co-repressor	722	817	1.6E-38	T	19-02-2024	IPR013194	Histone deacetylase interacting domain	-
Tlin12687-RA	990d2d7b4c85e806e1a30fd9e42dbaca	1533	Gene3D	G3DSA:1.20.1160.11	Paired amphipathic helix	606	679	4.4E-25	T	19-02-2024	IPR036600	Paired amphipathic helix superfamily	GO:0006355
Tlin12687-RA	990d2d7b4c85e806e1a30fd9e42dbaca	1533	Gene3D	G3DSA:1.20.1160.11	Paired amphipathic helix	415	503	1.6E-35	T	19-02-2024	IPR036600	Paired amphipathic helix superfamily	GO:0006355
Tlin12687-RA	990d2d7b4c85e806e1a30fd9e42dbaca	1533	Pfam	PF16879	C-terminal domain of Sin3a protein	1083	1349	2.6E-60	T	19-02-2024	IPR031693	Sin3, C-terminal	-
Tlin12687-RA	990d2d7b4c85e806e1a30fd9e42dbaca	1533	SUPERFAMILY	SSF47762	PAH2 domain	155	224	6.28E-22	T	19-02-2024	IPR036600	Paired amphipathic helix superfamily	GO:0006355
Tlin12687-RA	990d2d7b4c85e806e1a30fd9e42dbaca	1533	SUPERFAMILY	SSF47762	PAH2 domain	415	502	2.88E-23	T	19-02-2024	IPR036600	Paired amphipathic helix superfamily	GO:0006355
Tlin12501-RA	c56c309bbd67b20e7d70891eaca803cc	661	PANTHER	PTHR37162	HAT FAMILY DIMERISATION DOMAINCONTAINING PROTEIN-RELATED	582	649	1.7E-80	T	19-02-2024	-	-
Tlin12501-RA	c56c309bbd67b20e7d70891eaca803cc	661	Pfam	PF05699	hAT family C-terminal dimerisation region	549	626	2.6E-8	T	19-02-2024	IPR008906	HAT, C-terminal dimerisation domain	GO:0046983
Tlin12501-RA	c56c309bbd67b20e7d70891eaca803cc	661	SUPERFAMILY	SSF53098	Ribonuclease H-like	179	627	6.45E-25	T	19-02-2024	IPR012337	Ribonuclease H-like superfamily	-
Tlin12527-RA	59e7128960db04488609e6ecf446daec	432	Pfam	PF00297	Ribosomal protein L3	19	392	3.1E-182	T	19-02-2024	IPR000597	Ribosomal protein L3	GO:0003735|GO:0005840|GO:0006412
Tlin12527-RA	59e7128960db04488609e6ecf446daec	432	SUPERFAMILY	SSF50447	Translation proteins	21	392	2.65E-112	T	19-02-2024	IPR009000	Translation protein, beta-barrel domain superfamily	-
Tlin12527-RA	59e7128960db04488609e6ecf446daec	432	ProSitePatterns	PS00474	Ribosomal protein L3 signature.	228	251	-	T	19-02-2024	IPR019926	Ribosomal protein L3, conserved site	-
Tlin12527-RA	59e7128960db04488609e6ecf446daec	432	PANTHER	PTHR11363	60S RIBOSOMAL PROTEIN L3-RELATED	19	406	5.4E-191	T	19-02-2024	IPR045077	Ribosomal protein L3, archaeal/eukaryotic type	GO:0003735|GO:0005840|GO:0006412
Tlin12527-RA	59e7128960db04488609e6ecf446daec	432	Gene3D	G3DSA:2.40.30.10	Translation factors	61	407	5.2E-219	T	19-02-2024	-	-
Tlin12527-RA	59e7128960db04488609e6ecf446daec	432	Gene3D	G3DSA:3.30.1430.10	-	100	223	5.2E-219	T	19-02-2024	-	-
Tlin12527-RA	59e7128960db04488609e6ecf446daec	432	Gene3D	G3DSA:4.10.960.10	Ribosomal protein L3, domain 3	19	290	5.2E-219	T	19-02-2024	IPR044892	Ribosomal protein L3, domain 3, archaeal type superfamily	-
Tlin09786-RA	51a20d37f9f7568cc2e192bdf9fdb8a0	689	Pfam	PF05285	SDA1	410	547	7.6E-34	T	19-02-2024	IPR007949	SDA1, C-terminal domain	-
Tlin09786-RA	51a20d37f9f7568cc2e192bdf9fdb8a0	689	Pfam	PF05285	SDA1	538	688	3.5E-38	T	19-02-2024	IPR007949	SDA1, C-terminal domain	-
Tlin09786-RA	51a20d37f9f7568cc2e192bdf9fdb8a0	689	PANTHER	PTHR12730	HSDA/SDA1-RELATED	5	681	2.8E-265	T	19-02-2024	IPR027312	Sda1	GO:0000055|GO:0042273
Tlin09786-RA	51a20d37f9f7568cc2e192bdf9fdb8a0	689	Pfam	PF08158	NUC130/3NT domain	62	112	2.7E-21	T	19-02-2024	IPR012977	SDA1, N-terminal	-
Tlin09786-RA	51a20d37f9f7568cc2e192bdf9fdb8a0	689	SUPERFAMILY	SSF48371	ARM repeat	55	509	1.1E-8	T	19-02-2024	IPR016024	Armadillo-type fold	-
Tlin11585-RA	e7518f0dc33a081bb64748a3dc8548dc	280	Gene3D	G3DSA:3.10.450.580	Mediator complex, subunit Med6	12	139	4.6E-43	T	19-02-2024	IPR038566	Mediator complex, subunit Med6 superfamily	-
Tlin11585-RA	e7518f0dc33a081bb64748a3dc8548dc	280	PANTHER	PTHR13104	MED-6-RELATED	14	257	2.6E-68	T	19-02-2024	IPR007018	Mediator complex, subunit Med6	GO:0003712|GO:0006357|GO:0016592
Tlin11585-RA	e7518f0dc33a081bb64748a3dc8548dc	280	Pfam	PF04934	MED6 mediator sub complex component	19	146	1.2E-44	T	19-02-2024	IPR007018	Mediator complex, subunit Med6	GO:0003712|GO:0006357|GO:0016592
Tlin12280-RA	69c70eea557ef7f40c4e08c4dcb741c6	186	SUPERFAMILY	SSF56024	Phospholipase D/nuclease	29	163	5.69E-20	T	19-02-2024	-	-
Tlin12280-RA	69c70eea557ef7f40c4e08c4dcb741c6	186	Gene3D	G3DSA:3.30.870.10	Endonuclease Chain A	15	165	2.1E-28	T	19-02-2024	-	-
Tlin12280-RA	69c70eea557ef7f40c4e08c4dcb741c6	186	Pfam	PF13091	PLD-like domain	36	150	8.0E-18	T	19-02-2024	IPR025202	Phospholipase D-like domain	-
Tlin12280-RA	69c70eea557ef7f40c4e08c4dcb741c6	186	PANTHER	PTHR43856	CARDIOLIPIN HYDROLASE	31	162	6.0E-16	T	19-02-2024	-	-
Tlin12382-RA	db4c9f4a071094bf2f1363d653f48189	73	Pfam	PF16087	Helix-turn-helix domain (DUF4817)	4	57	3.5E-6	T	19-02-2024	IPR032135	Helix-turn-helix domain (DUF4817)	-
Tlin13084-RA	224402ffa2346dd080d624c30914cd97	450	PANTHER	PTHR23080	THAP DOMAIN PROTEIN	45	448	3.9E-73	T	19-02-2024	-	-
Tlin13084-RA	224402ffa2346dd080d624c30914cd97	450	Pfam	PF13359	DDE superfamily endonuclease	279	441	1.4E-39	T	19-02-2024	IPR027806	Harbinger transposase-derived nuclease domain	-
Tlin14112-RA	54298ff406ccbd8beab99596c8e7129c	731	SUPERFAMILY	SSF57716	Glucocorticoid receptor-like (DNA-binding domain)	1	80	1.07E-16	T	19-02-2024	-	-
Tlin14112-RA	54298ff406ccbd8beab99596c8e7129c	731	Gene3D	G3DSA:6.20.210.20	THAP domain	5	71	2.2E-6	T	19-02-2024	IPR038441	THAP-type zinc finger superfamily	-
Tlin14112-RA	54298ff406ccbd8beab99596c8e7129c	731	Pfam	PF05485	THAP domain	5	79	1.3E-15	T	19-02-2024	IPR006612	THAP-type zinc finger	-
Tlin14112-RA	54298ff406ccbd8beab99596c8e7129c	731	Pfam	PF12017	Transposase protein	211	356	1.5E-26	T	19-02-2024	IPR021896	Transposable element P transposase/THAP9, conserved domain	GO:0004803|GO:0006313
